"*Master* - Odessa > 54 > Power End > Hole 1 > Damage Accumulation",,,,,"*Master* - Odessa > 322 > Power End > Hole 1 > Damage Accumulation",,,,,
Time (UTC), Avg(Damage), Min(Damage), Max(Damage),,Time (UTC), Avg(Damage), Min(Damage), Max(Damage),,
10/15/2018 4:36:21 PM,0.8981458,0.8981458,0.8981458,,10/15/2018 4:39:23 PM,0.6292797,0.6292797,0.6292797,,
10/15/2018 4:37:21 PM,1.2994382,1.2994382,1.2994382,,10/15/2018 4:40:23 PM,0.595331,0.595331,0.595331,,
10/15/2018 4:38:22 PM,0.9287086,0.9287086,0.9287086,,10/15/2018 4:41:24 PM,0.6567256,0.6567256,0.6567256,,
10/15/2018 4:39:22 PM,1.5724612,1.5724612,1.5724612,,10/15/2018 4:42:25 PM,0.6977847,0.6977847,0.6977847,,
10/15/2018 4:40:23 PM,0.8321956,0.8321956,0.8321956,,10/15/2018 4:43:25 PM,0.5896888,0.5896888,0.5896888,,
10/15/2018 4:41:23 PM,1.0653958,1.0653958,1.0653958,,10/15/2018 4:44:26 PM,0.6349009,0.6349009,0.6349009,,
10/15/2018 4:42:24 PM,1.225005,1.225005,1.225005,,10/15/2018 4:45:27 PM,0.6705853,0.6705853,0.6705853,,
10/15/2018 4:43:25 PM,1.3918655,1.3918655,1.3918655,,10/15/2018 4:46:27 PM,0.7109406,0.7109406,0.7109406,,
10/15/2018 4:44:25 PM,1.0679235,1.0679235,1.0679235,,10/15/2018 4:47:28 PM,0.6955161,0.6955161,0.6955161,,
10/15/2018 4:45:26 PM,1.1900066,1.1900066,1.1900066,,10/15/2018 4:48:28 PM,0.7175108,0.7175108,0.7175108,,
10/15/2018 4:46:27 PM,1.1892842,1.1892842,1.1892842,,10/15/2018 4:49:29 PM,0.8699546,0.8699546,0.8699546,,
10/15/2018 4:47:27 PM,1.3781305,1.3781305,1.3781305,,10/15/2018 4:50:30 PM,0.6183479,0.6183479,0.6183479,,
10/15/2018 4:48:28 PM,1.3572737,1.3572737,1.3572737,,10/15/2018 4:51:30 PM,0.7210776,0.7210776,0.7210776,,
10/15/2018 4:49:28 PM,1.3487297,1.3487297,1.3487297,,10/15/2018 4:52:31 PM,0.8689105,0.8689105,0.8689105,,
10/15/2018 4:50:29 PM,1.2589894,1.2589894,1.2589894,,10/15/2018 4:53:31 PM,0.6598525,0.6598525,0.6598525,,
10/15/2018 4:51:30 PM,1.2796738,1.2796738,1.2796738,,10/15/2018 4:54:32 PM,0.7903563,0.7903563,0.7903563,,
10/15/2018 4:52:30 PM,0.8862824,0.8862824,0.8862824,,10/15/2018 4:55:33 PM,0.7676339,0.7676339,0.7676339,,
10/15/2018 4:53:31 PM,1.1255831,1.1255831,1.1255831,,10/15/2018 4:56:33 PM,0.7176604,0.7176604,0.7176604,,
10/15/2018 4:54:31 PM,1.3682902,1.3682902,1.3682902,,10/15/2018 4:57:34 PM,0.6583657,0.6583657,0.6583657,,
10/15/2018 4:55:32 PM,0.9891826,0.9891826,0.9891826,,10/15/2018 4:58:34 PM,0.9347066,0.9347066,0.9347066,,
10/15/2018 4:56:33 PM,1.2442676,1.2442676,1.2442676,,10/15/2018 4:59:35 PM,0.7504111,0.7504111,0.7504111,,
10/15/2018 4:57:33 PM,1.0423111,1.0423111,1.0423111,,10/15/2018 5:00:36 PM,0.760997,0.760997,0.760997,,
10/15/2018 4:58:34 PM,1.7455344,1.7455344,1.7455344,,10/15/2018 5:01:38 PM,0.8527136,0.8527136,0.8527136,,
10/15/2018 4:59:34 PM,1.7858377,1.7858377,1.7858377,,10/15/2018 5:02:37 PM,0.7140249,0.7140249,0.7140249,,
10/15/2018 5:00:35 PM,1.0832426,1.0832426,1.0832426,,10/15/2018 5:03:38 PM,0.7676411,0.7676411,0.7676411,,
10/15/2018 5:01:36 PM,1.2816698,1.2816698,1.2816698,,10/15/2018 5:04:38 PM,0.7279758,0.7279758,0.7279758,,
10/15/2018 5:02:36 PM,0.9591312,0.9591312,0.9591312,,10/15/2018 5:05:39 PM,0.7788708,0.7788708,0.7788708,,
10/15/2018 5:03:37 PM,1.2227141,1.2227141,1.2227141,,10/15/2018 5:06:40 PM,0.6816104,0.6816104,0.6816104,,
10/15/2018 5:04:37 PM,1.5527056,1.5527056,1.5527056,,10/15/2018 5:07:40 PM,0.8432992,0.8432992,0.8432992,,
10/15/2018 5:05:38 PM,1.3578333,1.3578333,1.3578333,,10/15/2018 5:08:41 PM,0.7933126,0.7933126,0.7933126,,
10/15/2018 5:06:39 PM,0.8767164,0.8767164,0.8767164,,10/15/2018 5:09:41 PM,0.7731267,0.7731267,0.7731267,,
10/15/2018 5:07:39 PM,1.5964477,1.5964477,1.5964477,,10/15/2018 5:10:42 PM,0.7645521,0.7645521,0.7645521,,
10/15/2018 5:08:40 PM,1.2383291,1.2383291,1.2383291,,10/15/2018 5:12:44 PM,0.9230658,0.9230658,0.9230658,,
10/15/2018 5:09:40 PM,2.0156742,2.0156742,2.0156742,,10/15/2018 5:13:44 PM,0.6958157,0.6958157,0.6958157,,
10/15/2018 5:10:41 PM,1.7815783,1.7815783,1.7815783,,10/15/2018 5:15:47 PM,0.7724154,0.7724154,0.7724154,,
10/15/2018 5:11:42 PM,1.5759799,1.5759799,1.5759799,,10/15/2018 5:16:46 PM,0.92424,0.92424,0.92424,,
10/15/2018 5:12:42 PM,1.5875622,1.5875622,1.5875622,,10/15/2018 5:17:47 PM,0.839917,0.839917,0.839917,,
10/15/2018 5:13:43 PM,1.3611565,1.3611565,1.3611565,,10/15/2018 5:18:48 PM,0.8807072,0.8807072,0.8807072,,
10/15/2018 5:14:44 PM,1.6310302,1.6310302,1.6310302,,10/15/2018 5:19:48 PM,0.9453951,0.9453951,0.9453951,,
10/15/2018 5:15:44 PM,1.8111996,1.8111996,1.8111996,,10/15/2018 5:20:49 PM,0.810842,0.810842,0.810842,,
10/15/2018 5:16:45 PM,1.504264,1.504264,1.504264,,10/15/2018 5:21:50 PM,0.8096711,0.8096711,0.8096711,,
10/15/2018 5:17:45 PM,1.3223045,1.3223045,1.3223045,,10/15/2018 5:22:50 PM,0.8806132,0.8806132,0.8806132,,
10/15/2018 5:18:46 PM,1.4805385,1.4805385,1.4805385,,10/15/2018 5:23:51 PM,0.8499439,0.8499439,0.8499439,,
10/15/2018 5:19:47 PM,1.0924053,1.0924053,1.0924053,,10/15/2018 5:24:52 PM,1.0790853,1.0790853,1.0790853,,
10/15/2018 5:20:47 PM,0.7253722,0.7253722,0.7253722,,10/15/2018 5:25:52 PM,0.9680789,0.9680789,0.9680789,,
10/15/2018 5:21:48 PM,0.6802058,0.6802058,0.6802058,,10/15/2018 5:26:53 PM,0.8108682,0.8108682,0.8108682,,
10/15/2018 5:22:49 PM,0.6589816,0.6589816,0.6589816,,10/15/2018 5:27:53 PM,0.8177665,0.8177665,0.8177665,,
10/15/2018 5:23:49 PM,1.4663269,1.4663269,1.4663269,,10/15/2018 5:28:55 PM,1.0118131,1.0118131,1.0118131,,
10/15/2018 5:24:50 PM,1.2734118,1.2734118,1.2734118,,10/15/2018 5:29:55 PM,0.8185758,0.8185758,0.8185758,,
10/15/2018 5:25:50 PM,0.9317291,0.9317291,0.9317291,,10/15/2018 5:30:55 PM,0.0016139,0.0016139,0.0016139,,
10/15/2018 5:26:51 PM,0.608749,0.608749,0.608749,,10/15/2018 5:31:56 PM,0.0015004,0.0015004,0.0015004,,
10/15/2018 5:27:52 PM,0.5583717,0.5583717,0.5583717,,10/15/2018 5:32:56 PM,0.0015787,0.0015787,0.0015787,,
10/15/2018 5:28:52 PM,0.6699675,0.6699675,0.6699675,,10/15/2018 5:33:56 PM,0.001621,0.001621,0.001621,,
10/15/2018 5:29:53 PM,0.9362949,0.9362949,0.9362949,,10/15/2018 5:34:57 PM,0.0016169,0.0016169,0.0016169,,
10/15/2018 5:30:53 PM,0.0019375,0.0019375,0.0019375,,10/15/2018 5:35:57 PM,0.0015215,0.0015215,0.0015215,,
10/15/2018 5:31:54 PM,0.002563,0.002563,0.002563,,10/15/2018 5:36:58 PM,0.0015226,0.0015226,0.0015226,,
10/15/2018 5:32:54 PM,0.0024808,0.0024808,0.0024808,,10/15/2018 5:37:58 PM,0.001599,0.001599,0.001599,,
10/15/2018 5:33:54 PM,0.0020342,0.0020342,0.0020342,,10/15/2018 5:38:58 PM,0.0016522,0.0016522,0.0016522,,
10/15/2018 5:34:55 PM,0.0020554,0.0020554,0.0020554,,10/15/2018 5:39:59 PM,0.0014422,0.0014422,0.0014422,,
10/15/2018 5:35:55 PM,0.0016962,0.0016962,0.0016962,,10/15/2018 5:40:59 PM,0.0016232,0.0016232,0.0016232,,
10/15/2018 5:36:56 PM,0.0017559,0.0017559,0.0017559,,10/15/2018 5:42:00 PM,0.0014627,0.0014627,0.0014627,,
10/15/2018 5:37:56 PM,0.0017713,0.0017713,0.0017713,,10/15/2018 5:43:00 PM,0.0016278,0.0016278,0.0016278,,
10/15/2018 5:38:56 PM,0.001598,0.001598,0.001598,,10/15/2018 5:44:00 PM,0.0015721,0.0015721,0.0015721,,
10/15/2018 5:39:57 PM,0.0015901,0.0015901,0.0015901,,10/15/2018 5:45:01 PM,0.0015306,0.0015306,0.0015306,,
10/15/2018 5:40:57 PM,0.0016156,0.0016156,0.0016156,,10/15/2018 5:46:01 PM,0.0017278,0.0017278,0.0017278,,
10/15/2018 5:41:58 PM,0.001679,0.001679,0.001679,,10/15/2018 5:47:01 PM,0.0016205,0.0016205,0.0016205,,
10/15/2018 5:42:58 PM,0.0017329,0.0017329,0.0017329,,10/15/2018 5:48:02 PM,0.0016342,0.0016342,0.0016342,,
10/15/2018 5:43:58 PM,0.0018671,0.0018671,0.0018671,,10/15/2018 5:49:02 PM,0.0014714,0.0014714,0.0014714,,
10/15/2018 5:44:59 PM,0.0016713,0.0016713,0.0016713,,10/15/2018 5:50:03 PM,0.0015157,0.0015157,0.0015157,,
10/15/2018 5:45:59 PM,0.0016532,0.0016532,0.0016532,,10/15/2018 5:51:03 PM,0.0015611,0.0015611,0.0015611,,
10/15/2018 5:46:59 PM,0.0021747,0.0021747,0.0021747,,10/15/2018 5:52:03 PM,0.0016669,0.0016669,0.0016669,,
10/15/2018 5:48:00 PM,0.0016333,0.0016333,0.0016333,,10/15/2018 5:53:04 PM,0.0015762,0.0015762,0.0015762,,
10/15/2018 5:49:00 PM,0.0016954,0.0016954,0.0016954,,10/15/2018 5:54:04 PM,0.0015701,0.0015701,0.0015701,,
10/15/2018 5:50:00 PM,0.0016505,0.0016505,0.0016505,,10/15/2018 5:55:05 PM,0.0015588,0.0015588,0.0015588,,
10/15/2018 5:51:01 PM,0.001691,0.001691,0.001691,,10/15/2018 5:56:05 PM,0.0015951,0.0015951,0.0015951,,
10/15/2018 5:52:01 PM,0.0017068,0.0017068,0.0017068,,10/15/2018 5:57:07 PM,0.0015008,0.0015008,0.0015008,,
10/15/2018 5:53:02 PM,0.0023043,0.0023043,0.0023043,,10/15/2018 5:58:06 PM,0.0016356,0.0016356,0.0016356,,
10/15/2018 5:54:02 PM,0.001657,0.001657,0.001657,,10/15/2018 5:59:06 PM,0.0015293,0.0015293,0.0015293,,
10/15/2018 5:55:02 PM,0.0017414,0.0017414,0.0017414,,10/15/2018 6:00:07 PM,0.0014999,0.0014999,0.0014999,,
10/15/2018 5:56:03 PM,0.0017496,0.0017496,0.0017496,,10/15/2018 6:01:07 PM,0.001522,0.001522,0.001522,,
10/15/2018 5:57:03 PM,0.0016108,0.0016108,0.0016108,,10/15/2018 6:02:07 PM,0.0013506,0.0013506,0.0013506,,
10/15/2018 5:58:04 PM,0.0016454,0.0016454,0.0016454,,10/15/2018 6:03:08 PM,0.0014826,0.0014826,0.0014826,,
10/15/2018 5:59:04 PM,0.0015884,0.0015884,0.0015884,,10/15/2018 6:04:08 PM,0.0016725,0.0016725,0.0016725,,
10/15/2018 6:00:04 PM,0.0016037,0.0016037,0.0016037,,10/15/2018 6:05:09 PM,0.0015577,0.0015577,0.0015577,,
10/15/2018 6:01:05 PM,0.0015945,0.0015945,0.0015945,,10/15/2018 6:06:09 PM,0.0013872,0.0013872,0.0013872,,
10/15/2018 6:02:05 PM,0.0016548,0.0016548,0.0016548,,10/15/2018 6:07:10 PM,0.0015153,0.0015153,0.0015153,,
10/15/2018 6:03:05 PM,0.0016198,0.0016198,0.0016198,,10/15/2018 6:08:10 PM,0.0014389,0.0014389,0.0014389,,
10/15/2018 6:04:06 PM,0.0015972,0.0015972,0.0015972,,10/15/2018 6:09:10 PM,0.0015004,0.0015004,0.0015004,,
10/15/2018 6:05:06 PM,0.0015073,0.0015073,0.0015073,,10/15/2018 6:10:11 PM,0.0015383,0.0015383,0.0015383,,
10/15/2018 6:06:06 PM,0.0015812,0.0015812,0.0015812,,10/15/2018 6:11:11 PM,0.0014932,0.0014932,0.0014932,,
10/15/2018 6:07:07 PM,0.001596,0.001596,0.001596,,10/15/2018 6:12:11 PM,0.0014223,0.0014223,0.0014223,,
10/15/2018 6:08:07 PM,0.0016157,0.0016157,0.0016157,,10/15/2018 6:13:12 PM,0.0013792,0.0013792,0.0013792,,
10/15/2018 6:09:08 PM,0.0016263,0.0016263,0.0016263,,10/15/2018 6:14:12 PM,0.0014703,0.0014703,0.0014703,,
10/15/2018 6:10:08 PM,0.0016117,0.0016117,0.0016117,,10/15/2018 6:15:13 PM,0.0014221,0.0014221,0.0014221,,
10/15/2018 6:11:10 PM,0.0014815,0.0014815,0.0014815,,10/15/2018 6:16:13 PM,0.0016303,0.0016303,0.0016303,,
10/15/2018 6:12:09 PM,0.0015811,0.0015811,0.0015811,,10/15/2018 6:17:13 PM,0.001591,0.001591,0.001591,,
10/15/2018 6:13:09 PM,0.0015475,0.0015475,0.0015475,,10/15/2018 6:18:14 PM,0.0014947,0.0014947,0.0014947,,
10/15/2018 6:14:09 PM,0.0015771,0.0015771,0.0015771,,10/15/2018 6:19:14 PM,0.0015001,0.0015001,0.0015001,,
10/15/2018 6:15:10 PM,0.0015657,0.0015657,0.0015657,,10/15/2018 6:20:15 PM,0.0014909,0.0014909,0.0014909,,
10/15/2018 6:16:10 PM,0.0015867,0.0015867,0.0015867,,10/15/2018 6:21:15 PM,0.0014518,0.0014518,0.0014518,,
10/15/2018 6:17:11 PM,0.0015121,0.0015121,0.0015121,,10/15/2018 6:22:15 PM,0.0014214,0.0014214,0.0014214,,
