"*Master* - Odessa > 45 > Power End > Hole 5 > Damage Accumulation",,,,,"*Master* - Odessa > 477 > Power End > Hole 5 > Damage Accumulation",,,,,
Time (UTC), Avg(Damage), Min(Damage), Max(Damage),,Time (UTC), Avg(Damage), Min(Damage), Max(Damage),,
10/15/2018 4:36:24 PM,1.4255389,1.4255389,1.4255389,,10/15/2018 4:35:53 PM,1.1455598,1.1455598,1.1455598,,
10/15/2018 4:37:24 PM,1.5090861,1.5090861,1.5090861,,10/15/2018 4:36:54 PM,0.7706191,0.7706191,0.7706191,,
10/15/2018 4:38:25 PM,1.4001217,1.4001217,1.4001217,,10/15/2018 4:37:54 PM,0.8231766,0.8231766,0.8231766,,
10/15/2018 4:39:26 PM,1.4864911,1.4864911,1.4864911,,10/15/2018 4:38:55 PM,0.9074839,0.9074839,0.9074839,,
10/15/2018 4:40:27 PM,1.5289041,1.5289041,1.5289041,,10/15/2018 4:39:56 PM,1.4141128,1.4141128,1.4141128,,
10/15/2018 4:41:27 PM,1.5806774,1.5806774,1.5806774,,10/15/2018 4:40:56 PM,1.4500101,1.4500101,1.4500101,,
10/15/2018 4:42:28 PM,1.5737047,1.5737047,1.5737047,,10/15/2018 4:41:57 PM,0.7802951,0.7802951,0.7802951,,
10/15/2018 4:43:29 PM,1.6748588,1.6748588,1.6748588,,10/15/2018 4:42:58 PM,1.257579,1.257579,1.257579,,
10/15/2018 4:44:29 PM,2.1691711,2.1691711,2.1691711,,10/15/2018 4:43:58 PM,0.9121659,0.9121659,0.9121659,,
10/15/2018 4:45:30 PM,1.7751294,1.7751294,1.7751294,,10/15/2018 4:44:59 PM,1.1190506,1.1190506,1.1190506,,
10/15/2018 4:47:32 PM,1.4965119,1.4965119,1.4965119,,10/15/2018 4:46:00 PM,1.6100944,1.6100944,1.6100944,,
10/15/2018 4:49:33 PM,1.651593,1.651593,1.651593,,10/15/2018 4:47:00 PM,1.3157224,1.3157224,1.3157224,,
10/15/2018 4:50:34 PM,1.2610102,1.2610102,1.2610102,,10/15/2018 4:48:01 PM,0.8226402,0.8226402,0.8226402,,
10/15/2018 4:51:35 PM,1.2654638,1.2654638,1.2654638,,10/15/2018 4:49:02 PM,0.7714036,0.7714036,0.7714036,,
10/15/2018 4:52:35 PM,1.4142268,1.4142268,1.4142268,,10/15/2018 4:50:02 PM,0.8052869,0.8052869,0.8052869,,
10/15/2018 4:53:36 PM,1.2191713,1.2191713,1.2191713,,10/15/2018 4:51:03 PM,0.9840388,0.9840388,0.9840388,,
10/15/2018 4:54:37 PM,1.311484,1.311484,1.311484,,10/15/2018 4:52:04 PM,1.5975332,1.5975332,1.5975332,,
10/15/2018 4:55:37 PM,1.7186339,1.7186339,1.7186339,,10/15/2018 4:53:04 PM,1.1156146,1.1156146,1.1156146,,
10/15/2018 4:56:38 PM,1.6471569,1.6471569,1.6471569,,10/15/2018 4:54:05 PM,1.3745513,1.3745513,1.3745513,,
10/15/2018 4:57:39 PM,1.6850394,1.6850394,1.6850394,,10/15/2018 4:55:07 PM,1.2261785,1.2261785,1.2261785,,
10/15/2018 4:58:39 PM,1.5815754,1.5815754,1.5815754,,10/15/2018 4:56:07 PM,0.721231,0.721231,0.721231,,
10/15/2018 4:59:40 PM,1.7496385,1.7496385,1.7496385,,10/15/2018 4:57:07 PM,0.8704059,0.8704059,0.8704059,,
10/15/2018 5:01:41 PM,1.5134301,1.5134301,1.5134301,,10/15/2018 4:58:08 PM,0.9018713,0.9018713,0.9018713,,
10/15/2018 5:02:43 PM,1.558622,1.558622,1.558622,,10/15/2018 4:59:08 PM,1.0256545,1.0256545,1.0256545,,
10/15/2018 5:03:43 PM,1.6234599,1.6234599,1.6234599,,10/15/2018 5:00:09 PM,1.2907535,1.2907535,1.2907535,,
10/15/2018 5:04:43 PM,1.251092,1.251092,1.251092,,10/15/2018 5:01:10 PM,2.015494,2.015494,2.015494,,
10/15/2018 5:05:44 PM,1.3755608,1.3755608,1.3755608,,10/15/2018 5:02:11 PM,0.7490253,0.7490253,0.7490253,,
10/15/2018 5:06:45 PM,1.2063699,1.2063699,1.2063699,,10/15/2018 5:03:11 PM,1.8198823,1.8198823,1.8198823,,
10/15/2018 5:07:45 PM,1.3171342,1.3171342,1.3171342,,10/15/2018 5:04:12 PM,0.6085107,0.6085107,0.6085107,,
10/15/2018 5:08:46 PM,1.2530069,1.2530069,1.2530069,,10/15/2018 5:05:13 PM,0.9473393,0.9473393,0.9473393,,
10/15/2018 5:09:47 PM,1.5116477,1.5116477,1.5116477,,10/15/2018 5:06:13 PM,0.9649371,0.9649371,0.9649371,,
10/15/2018 5:10:47 PM,1.7150701,1.7150701,1.7150701,,10/15/2018 5:07:14 PM,1.4410632,1.4410632,1.4410632,,
10/15/2018 5:11:48 PM,1.7243873,1.7243873,1.7243873,,10/15/2018 5:08:15 PM,1.6906601,1.6906601,1.6906601,,
10/15/2018 5:12:49 PM,1.5271427,1.5271427,1.5271427,,10/15/2018 5:09:15 PM,0.7217322,0.7217322,0.7217322,,
10/15/2018 5:13:49 PM,1.589659,1.589659,1.589659,,10/15/2018 5:10:16 PM,0.8998255,0.8998255,0.8998255,,
10/15/2018 5:14:50 PM,1.6638254,1.6638254,1.6638254,,10/15/2018 5:12:18 PM,0.8799237,0.8799237,0.8799237,,
10/15/2018 5:15:51 PM,1.7465843,1.7465843,1.7465843,,10/15/2018 5:13:19 PM,0.9206958,0.9206958,0.9206958,,
10/15/2018 5:16:52 PM,1.6765178,1.6765178,1.6765178,,10/15/2018 5:14:19 PM,1.6924645,1.6924645,1.6924645,,
10/15/2018 5:17:52 PM,2.1880425,2.1880425,2.1880425,,10/15/2018 5:15:20 PM,1.0291702,1.0291702,1.0291702,,
10/15/2018 5:18:53 PM,1.5207381,1.5207381,1.5207381,,10/15/2018 5:16:21 PM,0.9728371,0.9728371,0.9728371,,
10/15/2018 5:19:53 PM,1.4234177,1.4234177,1.4234177,,10/15/2018 5:17:22 PM,2.0316083,2.0316083,2.0316083,,
10/15/2018 5:20:54 PM,1.6555038,1.6555038,1.6555038,,10/15/2018 5:18:22 PM,1.4040147,1.4040147,1.4040147,,
10/15/2018 5:21:55 PM,1.4438085,1.4438085,1.4438085,,10/15/2018 5:19:23 PM,1.4936647,1.4936647,1.4936647,,
10/15/2018 5:22:55 PM,1.6043974,1.6043974,1.6043974,,10/15/2018 5:20:24 PM,1.7764606,1.7764606,1.7764606,,
10/15/2018 5:23:56 PM,1.4206831,1.4206831,1.4206831,,10/15/2018 5:21:25 PM,0.7131403,0.7131403,0.7131403,,
10/15/2018 5:24:57 PM,1.597425,1.597425,1.597425,,10/15/2018 5:22:25 PM,0.9306068,0.9306068,0.9306068,,
10/15/2018 5:25:57 PM,1.4063503,1.4063503,1.4063503,,10/15/2018 5:23:26 PM,0.9092306,0.9092306,0.9092306,,
10/15/2018 5:26:58 PM,1.6565768,1.6565768,1.6565768,,10/15/2018 5:24:27 PM,1.2322981,1.2322981,1.2322981,,
10/15/2018 5:27:59 PM,1.7719889,1.7719889,1.7719889,,10/15/2018 5:25:27 PM,1.1487415,1.1487415,1.1487415,,
10/15/2018 5:29:00 PM,1.6528806,1.6528806,1.6528806,,10/15/2018 5:26:28 PM,1.5550526,1.5550526,1.5550526,,
10/15/2018 5:30:01 PM,0.003599,0.003599,0.003599,,10/15/2018 5:27:29 PM,1.8481089,1.8481089,1.8481089,,
10/15/2018 5:31:01 PM,0.0021101,0.0021101,0.0021101,,10/15/2018 5:28:29 PM,1.631562,1.631562,1.631562,,
10/15/2018 5:32:01 PM,0.0020058,0.0020058,0.0020058,,10/15/2018 5:29:30 PM,1.4189599,1.4189599,1.4189599,,
10/15/2018 5:33:01 PM,0.0022135,0.0022135,0.0022135,,10/15/2018 5:30:31 PM,0.0034784,0.0034784,0.0034784,,
10/15/2018 5:34:02 PM,0.0021534,0.0021534,0.0021534,,10/15/2018 5:31:31 PM,0.0017417,0.0017417,0.0017417,,
10/15/2018 5:35:02 PM,0.0022018,0.0022018,0.0022018,,10/15/2018 5:32:32 PM,0.0019141,0.0019141,0.0019141,,
10/15/2018 5:36:03 PM,0.0021708,0.0021708,0.0021708,,10/15/2018 5:33:32 PM,0.0017778,0.0017778,0.0017778,,
10/15/2018 5:37:03 PM,0.0024126,0.0024126,0.0024126,,10/15/2018 5:34:32 PM,0.0018637,0.0018637,0.0018637,,
10/15/2018 5:38:04 PM,0.0022403,0.0022403,0.0022403,,10/15/2018 5:35:33 PM,0.0018291,0.0018291,0.0018291,,
10/15/2018 5:39:04 PM,0.0025013,0.0025013,0.0025013,,10/15/2018 5:36:33 PM,0.0018503,0.0018503,0.0018503,,
10/15/2018 5:40:05 PM,0.0021528,0.0021528,0.0021528,,10/15/2018 5:37:34 PM,0.0018448,0.0018448,0.0018448,,
10/15/2018 5:41:05 PM,0.002144,0.002144,0.002144,,10/15/2018 5:38:34 PM,0.0018337,0.0018337,0.0018337,,
10/15/2018 5:42:06 PM,0.0021189,0.0021189,0.0021189,,10/15/2018 5:39:34 PM,0.0017417,0.0017417,0.0017417,,
10/15/2018 5:43:06 PM,0.0022845,0.0022845,0.0022845,,10/15/2018 5:40:35 PM,0.0018577,0.0018577,0.0018577,,
10/15/2018 5:44:07 PM,0.0022707,0.0022707,0.0022707,,10/15/2018 5:41:35 PM,0.0017057,0.0017057,0.0017057,,
10/15/2018 5:45:07 PM,0.0021896,0.0021896,0.0021896,,10/15/2018 5:42:36 PM,0.0016969,0.0016969,0.0016969,,
10/15/2018 5:46:08 PM,0.0022981,0.0022981,0.0022981,,10/15/2018 5:43:36 PM,0.0016849,0.0016849,0.0016849,,
10/15/2018 5:47:08 PM,0.0021292,0.0021292,0.0021292,,10/15/2018 5:44:37 PM,0.0019635,0.0019635,0.0019635,,
10/15/2018 5:48:08 PM,0.0024172,0.0024172,0.0024172,,10/15/2018 5:45:37 PM,0.0017709,0.0017709,0.0017709,,
10/15/2018 5:49:09 PM,0.0023966,0.0023966,0.0023966,,10/15/2018 5:46:37 PM,0.0017884,0.0017884,0.0017884,,
10/15/2018 5:50:09 PM,0.0022825,0.0022825,0.0022825,,10/15/2018 5:47:38 PM,0.001794,0.001794,0.001794,,
10/15/2018 5:51:10 PM,0.0022909,0.0022909,0.0022909,,10/15/2018 5:48:38 PM,0.0018526,0.0018526,0.0018526,,
10/15/2018 5:52:10 PM,0.0025972,0.0025972,0.0025972,,10/15/2018 5:49:39 PM,0.0017357,0.0017357,0.0017357,,
10/15/2018 5:53:11 PM,0.0025605,0.0025605,0.0025605,,10/15/2018 5:50:39 PM,0.0016475,0.0016475,0.0016475,,
10/15/2018 5:54:11 PM,0.0024981,0.0024981,0.0024981,,10/15/2018 5:51:39 PM,0.001866,0.001866,0.001866,,
10/15/2018 5:55:11 PM,0.0022003,0.0022003,0.0022003,,10/15/2018 5:52:40 PM,0.0019746,0.0019746,0.0019746,,
10/15/2018 5:56:12 PM,0.0024196,0.0024196,0.0024196,,10/15/2018 5:53:40 PM,0.0017191,0.0017191,0.0017191,,
10/15/2018 5:57:12 PM,0.0024296,0.0024296,0.0024296,,10/15/2018 5:54:41 PM,0.0017293,0.0017293,0.0017293,,
10/15/2018 5:58:13 PM,0.0023539,0.0023539,0.0023539,,10/15/2018 5:55:41 PM,0.0018429,0.0018429,0.0018429,,
10/15/2018 5:59:13 PM,0.0024713,0.0024713,0.0024713,,10/15/2018 5:56:41 PM,0.0018877,0.0018877,0.0018877,,
10/15/2018 6:00:14 PM,0.0024549,0.0024549,0.0024549,,10/15/2018 5:57:42 PM,0.0018748,0.0018748,0.0018748,,
10/15/2018 6:01:14 PM,0.002214,0.002214,0.002214,,10/15/2018 5:58:42 PM,0.001745,0.001745,0.001745,,
10/15/2018 6:02:15 PM,0.0022956,0.0022956,0.0022956,,10/15/2018 5:59:43 PM,0.0018725,0.0018725,0.0018725,,
10/15/2018 6:03:15 PM,0.0023721,0.0023721,0.0023721,,10/15/2018 6:00:43 PM,0.0018429,0.0018429,0.0018429,,
10/15/2018 6:04:15 PM,0.0024254,0.0024254,0.0024254,,10/15/2018 6:01:44 PM,0.0018383,0.0018383,0.0018383,,
10/15/2018 6:05:16 PM,0.002372,0.002372,0.002372,,10/15/2018 6:02:44 PM,0.0017016,0.0017016,0.0017016,,
10/15/2018 6:06:16 PM,0.0024847,0.0024847,0.0024847,,10/15/2018 6:03:44 PM,0.0018314,0.0018314,0.0018314,,
10/15/2018 6:07:17 PM,0.0023398,0.0023398,0.0023398,,10/15/2018 6:04:45 PM,0.0018383,0.0018383,0.0018383,,
10/15/2018 6:08:17 PM,0.0026032,0.0026032,0.0026032,,10/15/2018 6:05:45 PM,0.001763,0.001763,0.001763,,
10/15/2018 6:09:18 PM,0.0023245,0.0023245,0.0023245,,10/15/2018 6:06:46 PM,0.0018725,0.0018725,0.0018725,,
10/15/2018 6:10:18 PM,0.0025916,0.0025916,0.0025916,,10/15/2018 6:07:46 PM,0.0018859,0.0018859,0.0018859,,
10/15/2018 6:11:19 PM,0.0023784,0.0023784,0.0023784,,10/15/2018 6:08:47 PM,0.0018531,0.0018531,0.0018531,,
10/15/2018 6:12:19 PM,0.0024126,0.0024126,0.0024126,,10/15/2018 6:09:47 PM,0.0018448,0.0018448,0.0018448,,
10/15/2018 6:13:19 PM,0.0025832,0.0025832,0.0025832,,10/15/2018 6:10:48 PM,0.0019155,0.0019155,0.0019155,,
10/15/2018 6:14:20 PM,0.0025596,0.0025596,0.0025596,,10/15/2018 6:11:48 PM,0.0019774,0.0019774,0.0019774,,
10/15/2018 6:15:20 PM,0.0026104,0.0026104,0.0026104,,10/15/2018 6:12:49 PM,0.0017963,0.0017963,0.0017963,,
10/15/2018 6:16:21 PM,0.0023138,0.0023138,0.0023138,,10/15/2018 6:13:49 PM,0.0018018,0.0018018,0.0018018,,
10/15/2018 6:17:21 PM,0.0025058,0.0025058,0.0025058,,10/15/2018 6:14:50 PM,0.0018563,0.0018563,0.0018563,,
10/15/2018 6:18:21 PM,0.0022834,0.0022834,0.0022834,,10/15/2018 6:15:50 PM,0.0019302,0.0019302,0.0019302,,
10/15/2018 6:19:22 PM,0.0022462,0.0022462,0.0022462,,10/15/2018 6:16:51 PM,0.0017755,0.0017755,0.0017755,,
10/15/2018 6:20:22 PM,0.0026924,0.0026924,0.0026924,,10/15/2018 6:17:51 PM,0.0019289,0.0019289,0.0019289,,
10/15/2018 6:21:23 PM,0.0024596,0.0024596,0.0024596,,10/15/2018 6:18:51 PM,0.0017648,0.0017648,0.0017648,,
